id,Author,Journal,Year,SppLatin,SppPhylo,SppCommon,Family,Order,Flight,Bird.Type,SppMass,Location,Continent,Sexes,Ages,Control.Group..Y...N.,Effect.Size,Nsamp,How,Type,SubType,Period.Tracked,Tag.Type,Attachment.Type,AttachmentClass,Attachment.Position,Tag.Weight,Weight.Proportion,WeightRaw,Deployment.Duration,Study,Inclusion,,,
428,Ropert-Coudert,Mar Ecol Prog,2007,Pygoscelis adeliae,Pygoscelis_adeliae,Adelie penguin,,,flightless,penguin,4500,Adelie Land,Antarctica,both,ad,Y,0.165,14,M & SD,Trip Duration,Foraging,breeding,TDR,Tape,TapeGlue,back,17,0.38%,,3,Ropert-Coudert Mar Ecol Prog 2007Trip Duration,1,,0.003777778,
429,Taylor,J Av Biol,2001,Spheniscus humboldti,Spheniscus_humboldti,Humbolt penguin,,,flightless,penguin,4350,Peru,S America,both,ad,Y,0.594,32,t test,Trip Duration,Foraging,breeding,VHF,glue,TapeGlue,back,42.5,0.98%,,19,Taylor J Av Biol 2001Trip Duration,1,,0.009770115,
430,Wanless,J Field Ornith,1992,Rissa tridactyla,Rissa_tridactyla,Kittiwake,,,flap,seabird,347,Scotland,Europe,both,ad,Y,0.0676,18,M & SD,Trip Duration,Foraging,breeding,VHF,Tesa,TapeGlue,tail,2.5,0.72%,,7,Wanless J Field Ornith 1992Trip Duration,1,,0.007204611,
431,Watanuki,Polar Biol,1992,Pygoscelis adeliae,Pygoscelis_adeliae,Adelie penguin,,,flightless,penguin,4500,Japan,Asia,both,ad,Y,0.09,786,M & SD,Trip Duration,Foraging,breeding,TDR,Rubberband and glue,TapeGlue,back,80,1.78%,,22,Watanuki Polar Biol 1992Trip Duration,1,,0.017777778,
432,Wilson,Polar Biol,1989,Pygoscelis adeliae,Pygoscelis_adeliae,Adelie penguin,,,flightless,penguin,4500,Esperanza bay,Antarctica,both,ad,Y,0.302,86,ChiSq,Trip Duration,Foraging,breeding,VHF,taped to feather,TapeGlue,back,48,1.07%,,71,Wilson Polar Biol 1989Trip Duration,1,,0.010666667,
433,Wilson,Polar Biol,1989,Pygoscelis adeliae,Pygoscelis_adeliae,Adelie penguin,,,flightless,penguin,4500,Esperanza bay,Antarctica,both,ad,Y,0.254,86,ChiSq,Trip Duration,Foraging,breeding,VHF,taped to feather,TapeGlue,back,48,1.07%,,71,Wilson Polar Biol 1989Trip Duration,1,,0.010666667,
434,Adams,African J Mar Sci,2005,Morus capensis,Morus_capensis,Cape Gannet,,,flap,seabird,2700,South Africa,Africa,both,ad,Y,0.578,2095,ChiSq,Trip Duration,Foraging,breeding,VHF,Tied and glued,TapeGlue,tail,20,0.74%,,3,Adams African J Mar Sci 2005Trip Duration,1,,0.007407407,
435,Kidawa,Pol Biol,2012,Alle alle,Alle_alle,Little Auk,,,flap,seabird,166,Norway,Europe,both,ad,Y,0.235,139,Z Score,Trip Duration,Foraging,breeding,GPS,tesa tape,TapeGlue,back,5.7,3.43%,,31,Kidawa Pol Biol 2012Trip Duration,1,,0.034337349,
436,Weimerskirch,MEPS,2004,Fregata minor,Fregata_minor,Great Frigatebird,,,soar,seabird,1000,Europa Island,Africa,both,ad,Y,0.26,24,ANOVA F,Trip Duration,Foraging,breeding,PTT,tape,TapeGlue,back + tail,62,6.20%,,10,Weimerskirch MEPS 2004Trip Duration,1,,0.062,
437,Paredes,MEPS,2015,Uria lomvia,Uria_lomvia,Thick-billed Murre,,,flap,seabird,935,Canada,North America,both,ad,Y,0.02,527,ANOVA F,Trip Duration,Foraging,breeding,GPS,tesa tape,TapeGlue,tail,17,1.82%,,2,Paredes MEPS 2015Trip Duration,1,,0.018181818,
438,Putz,Mar Ornith,1999,Aptenodytes patagonicus,Aptenodytes_patagonicus,King Penguin,,,flightless,penguin,9500,Crozet Archipelago,Antarctic,male,,Y,0,28,M & SD,Trip Duration,Foraging,annual,GLS,teas tape,TapeGlue,back,60,0.63%,,485,Putz Mar Ornith 1999Trip Duration,1,,0.006315789,
439,Awkerman,MEPS,2005,Phoebastria irrorata,Phoebastria_irrorata,Waved Albatross,,,soar,seabird,3500,Isla Española,South America,both,ad,Y,-0.308,305,t test,Trip Duration,Foraging,breeding,GPS,tesa tape to tail,TapeGlue,tail,66,1.89%,,28,Awkerman MEPS 2005Trip Duration,1,,0.018857143,
440,Adams,Afr J Mar Sci,2005,Morus capensis,Morus_capensis,Cape Gannets,,,both,seabird,2000,South Africa,Africa,both,ad,Y,0.575,2322,ChiSq,Trip Duration,Foraging,breeding,VHF,glue & thread,TapeGlue,tail,20,1.00%,,3,Adams Afr J Mar Sci 2005Trip Duration,1,,0.01,
441,Parades,Anim Behav,2005,Uria lomvia,Uria_lomvia,Thick-billed Murre,,,flap,seabird,965,USA,North America,male,ad,Y,0.69,29,ANOVA F,Trip Duration,Foraging,breeding,TDR,tape,TapeGlue,back,25,2.59%,,NA,Parades Anim Behav 2005Trip Duration,1,,0.025906736,
442,Parades,Anim Behav,2005,Uria lomvia,Uria_lomvia,Thick-billed Murre,,,flap,seabird,965,USA,North America,female,ad,Y,0.28,34,ANOVA F,Trip Duration,Foraging,breeding,TDR,tape,TapeGlue,back,25,2.59%,,NA,Parades Anim Behav 2005Trip Duration,1,,0.025906736,
443,Moseley,J Exp Mar Biol Ecol,2012,Morus capensis,Morus_capensis,Cape Gannet,,,flap,seabird,2590,Malgas Island,Africa,both,ad,Y,0.0353,93,M & SD,Trip Duration,Foraging,breeding,GPS,Tesa tape to tail,TapeGlue,tail,45,1.74%,,1,Moseley J Exp Mar Biol Ecol 2012Trip Duration,1,,0.017374517,
444,Moseley,J Exp Mar Biol Ecol,2012,Morus capensis,Morus_capensis,Cape Gannet,,,flap,seabird,2560,Bird Island,Africa,both,ad,Y,-0.0605,77,M & SD,Trip Duration,Foraging,breeding,GPS,Tesa tape to tail,TapeGlue,tail,45,1.76%,,1,Moseley J Exp Mar Biol Ecol 2012Trip Duration,1,,0.017578125,
445,Ludynia,Anim Behav,2012,Eudyptes chrysocome,Eudyptes_chrysocome,Southern Rockhopper,,,flightless,penguin,4000,Falklands,South America,female,ad,Y,-0.676,33,t test,Trip Duration,Foraging,incubation,GPS,tesa tape on lower back0,TapeGlue,back,75,1.88%,,16,Ludynia Anim Behav 2012Trip Duration,1,,0.01875,
446,Hamann,Afr J Mar Sci,2012,Phalacrocorax capensis,Phalacrocorax_capensis,Cape cormorant,,,flap,seabird,2600,South Africa,Africa,both,ad,Y,-0.01,108,Z,Trip Duration,Foraging,breeding,GPS,tesa tape to back,TapeGlue,back,12.6,0.48%,,3,Hamann Afr J Mar Sci 2012Trip Duration,1,,0.004846154,
447,Okes,Biol Con,2009,Morus capensis,Morus_capensis,Cape Gannet,,,flap,seabird,2900,Malgas Island,Africa,both,ad,Y,-0.0317,64,M & SD,Trip Duration,Foraging,breeding,GPS,tesa tape to back,TapeGlue,back,15,0.00%,,3,Okes Biol Con 2009Trip Duration,1,,0.005172414,
448,Votier,Condor,2004,Catharacta skua,Catharacta_skua,Great Skua,,,both,seabird,1330,UK,Europe,both,ad,Y,0.0718,34,t test,Trip Duration,Foraging,breeding,VHF,cable tie,CablleTIe,tail,10,0.75%,,91,Votier Condor 2004Trip Duration,1,,0.007518797,
449,Ludynia,PLoS One,2012,Eudyptes chrysocome,Eudyptes_chrysocome,Southern Rockhopper,,,flightless,penguin,2642,Falklands,South America,female,ad,Y,0.165,46,M & SD,Trip Duration,Foraging,breeding,GPS,tesa tape,TapeGlue,back,75,2.84%,,3,Ludynia PLoS One 2012Trip Duration,1,,0.028387585,
450,Croll,Condor,1991,Pygoscelis antarcticus,Pygoscelis_antarcticus,chinstrap Penguin,,,flightless,penguin,4100,South Shetlands,Antarctica,both,ad,Y,0.303,201,M & SD,Trip Duration,Foraging,breeding,VHF,glue and cable ties,TapeGlue,back,25,0.609756098,,2,Croll Condor 1991Trip Duration,1,,0.006097561,
451,Cleasby,MEPS,2015,Morus bassanus,Morus_bassanus,Northern Gannet,,,flap,seabird,3000,UK,Europe,both,ad,Y,0.0124,847,M & SD,Trip Duration,Foraging,breeding,GPS,tesa tape,TapeGlue,tail,48,1.60%,,10,Cleasby MEPS 2015Trip Duration,1,,0.016,1.6
